date,n_names,base_ic,rl_ic,delta_ic,base_proxy_active_return,rl_proxy_active_return,delta_proxy_active_return,base_turnover_proxy,rl_turnover_proxy
2019-01-31,63,-0.0025921658986175116,-0.0025921658986175116,0.0,-0.003979134859517315,-0.003979134859517315,0.0,0.13739179040854277,0.13739179040854277
2019-02-01,63,-0.043634792626728106,-0.043634792626728106,0.0,-0.006246665452848663,-0.006246665452848663,0.0,0.09923918609899769,0.09923918609899769
2019-02-04,63,-0.07186059907834101,-0.07186059907834101,0.0,-0.010198952021135566,-0.010198952021135566,0.0,0.09970487118298259,0.09970487118298259
2019-02-05,63,0.031634024577572965,0.031634024577572965,0.0,-0.008763241066170605,-0.008763241066170605,0.0,0.10461113099307445,0.10461113099307445
2019-02-06,63,0.07195660522273425,0.07195660522273425,0.0,0.0004175639289282129,0.0004175639289282129,0.0,0.1840605939832387,0.1840605939832387
2019-02-07,63,-0.016801075268817203,-0.016801075268817203,0.0,-0.004261861991200149,-0.004261861991200149,0.0,0.09537571720204534,0.09537571720204534
2019-02-08,63,-0.03662634408602151,-0.03662634408602151,0.0,-0.005831451212197531,-0.005831451212197531,0.0,0.0844884346282199,0.0844884346282199
2019-02-11,63,-0.023281490015360985,-0.023281490015360985,0.0,-0.005582684466361078,-0.005582684466361078,0.0,0.07086359828199994,0.07086359828199994
2019-02-12,63,-0.08491743471582182,-0.08491743471582182,0.0,-0.009607148738199008,-0.009607148738199008,0.0,0.053972918855359486,0.053972918855359486
2019-02-13,63,0.07978110599078342,0.07978110599078342,0.0,0.006030746228797946,0.006030746228797946,0.0,0.1784472046432236,0.1784472046432236
2019-02-14,63,0.08155721966205837,0.08155721966205837,0.0,0.006924433567345544,0.006924433567345544,0.0,0.07138190046169268,0.07138190046169268
2019-02-15,63,-0.024289554531490013,-0.024289554531490013,0.0,-0.006751227167232814,-0.006751227167232814,0.0,0.08738455861379169,0.08738455861379169
2019-02-18,63,0.0024961597542242702,0.0024961597542242702,0.0,-0.005381583519044486,-0.005381583519044486,0.0,0.056389228255674065,0.056389228255674065
2019-02-19,63,-0.11151113671274962,-0.11151113671274962,0.0,-0.011854386573456223,-0.011854386573456223,0.0,0.06254224656419093,0.06254224656419093
2019-02-20,63,0.10359062980030723,0.10359062980030723,0.0,0.0011458447046661935,0.0011458447046661935,0.0,0.06226218416509109,0.06226218416509109
2019-02-21,63,-0.03701036866359447,-0.03701036866359447,0.0,-0.004663049825202972,-0.004663049825202972,0.0,0.5426445568100319,0.5426445568100319
2019-02-22,63,-0.00408026113671275,-0.00408026113671275,0.0,-0.005589530706851296,-0.005589530706851296,0.0,0.11818346680890135,0.11818346680890135
2019-02-25,63,0.056979646697388635,0.056979646697388635,0.0,-0.0033145854210519573,-0.0033145854210519573,0.0,0.09695489421694745,0.09695489421694745
2019-02-26,63,-0.01612903225806452,-0.01612903225806452,0.0,-0.0057492972016668755,-0.0057492972016668755,0.0,0.16228491344113635,0.16228491344113635
2019-02-27,63,-0.08904569892473119,-0.08904569892473119,0.0,-0.009953580007965042,-0.009953580007965042,0.0,0.0833458994346579,0.0833458994346579
2019-02-28,63,-0.11621543778801843,-0.11621543778801843,0.0,-0.011081030768211875,-0.011081030768211875,0.0,0.09700567264184316,0.09700567264184316
2019-03-01,63,-0.08717357910906298,-0.08717357910906298,0.0,-0.008888616208440694,-0.008888616208440694,0.0,0.10274911112404038,0.10274911112404038
